title,author,num_pages,average_rating,ratings_count,text_reviews_count,publisher,publication_date,isbn,adult,art,audiobook,biography,business,childrens,classics,comics,comedy,contemporary,culture,food_and_drink,crime,fantasy,fiction,sexuality_and_gender,literature,graphic_Novels,historical,history,horror,magna,memoir,music,mystery,nonfiction,paranormal,philosophy,poetry,psychology,religion,romance,science,science_fiction,self_help,suspense,spirituality,sports,thriller,travel,young_adult
Glasshouse,Charles Stross,335,3.87,8975,464,Ace Books,6/27/2006,0441014038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Hidden Family (The Merchant Princes  #2),Charles Stross,309,3.57,3344,127,Tor Fantasy,5/2/2006,0765352052,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lobsters,Charles Stross/Shandra Marie/Jared Doreck,1,3.83,158,5,AudioText,8/11/2005,1884612466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Antibodies,Charles Stross/Shandra Marie/Jared Doreck,1,3.46,67,4,AudioText,8/11/2005,1884612474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,Fyodor Dostoyevsky/Andrew R. MacAndrew/Ben Marcus,233,4.18,71824,1607,Signet,11/2/2004,0451529553,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The House of the Dead,Fyodor Dostoyevsky/Ergin Altay,247,4.05,11252,399,Dover Publications,4/22/2004,0486434095,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Village of Stepanchikovo,Fyodor Dostoyevsky/Ignat Avsey,224,3.87,1570,80,Penguin Book Limited,12/1/2001,0140446583,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime and Punishment,Fyodor Dostoyevsky/Larissa Volokhonsky/Richard Pevear,564,4.21,6950,381,Random House,5/25/1993,0679420290,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gambler,Fyodor Dostoyevsky/Jonathan Franzen,160,3.89,82,8,Hesperus Press,10/1/2005,184391123X,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notes from Underground & The Double,Fyodor Dostoyevsky/Jessie Coulson,287,4.2,4706,151,Penguin Books,7/30/1972,0140442529,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Notes from Underground & A Confession (Everyman's Library),A.D.P. Briggs/Leo Tolstoy/Fyodor Dostoyevsky,256,3.76,17,1,Everymans Library,6/15/1994,0460874489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gambler/Bobok/A Nasty Story,Fyodor Dostoyevsky/Jessie Coulson,240,3.99,576,41,Penguin Books,5/27/1966,0140441794,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Idiot,Fyodor Dostoyevsky/Constance Garnett,540,4.18,72,6,Dover Publications,12/12/2003,0486432130,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Netochka Nezvanova,Fyodor Dostoyevsky/Jane Kentish,176,3.81,2590,127,Penguin Classics,8/29/1985,0140444556,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood,Tom Stoppard,608,4.29,572,33,Farrar  Straus and Giroux,12/1/2000,0571197515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock 'n' Roll,Tom Stoppard,144,3.71,951,60,Grove Press,5/10/2007,0802143075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Real Thing,Tom Stoppard,112,3.94,3553,140,Farrar  Straus and Giroux,4/17/2000,0571125298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arcadia,Tom Stoppard,97,4.19,48,3,Doubleday Books,5/1/1995,1568651376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,Tom Stoppard,211,4.03,78,13,Faber & Faber,4/15/1996,0571177654,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Every Good Boy Deserves Favor & Professional Foul,Tom Stoppard,188,3.9,190,10,Grove Press,3/28/1994,0802150454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord Malquist and Mr. Moon,Tom Stoppard,200,3.41,192,23,Grove Press,8/15/2006,0802142710,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gunslinger (The Dark Tower #1),Stephen King,315,3.96,1902,227,Signet,7/1/1989,0451160525,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Everything and Nothing,Jorge Luis Borges/Eliot Weinberger/John M. Fein/James E. Irby/Donald A. Yates,108,4.38,593,37,New Directions,4/17/1999,0811214001,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Seven Nights,Jorge Luis Borges/Eliot Weinberger,121,4.33,1037,60,New Directions Publishing Corporation,5/29/1985,0811209059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Museo: Textos Ineditos,Adolfo Bioy Casares,261,4.17,6,0,Emecé Editores,10/1/2002,9500424134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Obra Poética,Jorge Luis Borges,645,4.49,50,3,Emecé Editores,6/1/2005,9500426161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Collected Fictions,Jorge Luis Borges/Andrew Hurley,565,4.58,18874,791,Penguin Classics Deluxe Edition,9/30/1999,0140286802,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Eternal Frontier: An Ecological History of North America and Its Peoples,Tim Flannery,432,4.06,588,69,Grove Press,4/17/2002,0802138888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hope Springs Eternal (Prairie River  #4),Kristiana Gregory,176,4.27,130,7,Scholastic Paperbacks,7/1/2005,0439440033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,688,4.13,20232,609,Mariner Books,9/2/2005,061861916X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The Reverse of the Medal (Aubrey & Maturin #11),Patrick O'Brian,261,4.41,186,12,HarperCollins,4/1/2010,0006499260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Reverse of the Medal (Aubrey/Maturin  #11),Patrick O'Brian/Simon Vance,0,4.41,3598,93,Blackstone Audiobooks,2/1/2006,0786178183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Teleny or the Reverse of the Medal,Oscar Wilde,138,3.67,985,63,MONDIAL,3/7/2006,1595690360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,412,4.29,16531,977,Anchor,8/29/2000,0385495323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Eternity Code (Artemis Fowl  #3),Eoin Colfer,309,4.04,1660,125,Miramax,5/3/2005,0786856289,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
How I Became a Pirate,Melinda Long/David Shannon,44,4.08,24098,586,HMH Books for Young Readers,9/1/2003,0152018484,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pirate Dictionary,Terry Breverton,189,3.7,51,7,Pelican Publishing Company,7/31/2004,1589802438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulliner Nights (Mr. Mulliner  #3),P.G. Wodehouse,240,4.11,1174,75,Vintage,4/12/2005,1400079616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life at Blandings,P.G. Wodehouse,608,4.35,2651,47,Penguin Books,1/5/1988,0140059032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jill the Reckless,P.G. Wodehouse,290,4.02,666,82,Harry N. Abrams,4/7/2005,1585676608,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Code of the Woosters: Jeeves to the Rescue,P.G. Wodehouse/Jonathan Cecil,7,4.36,172,26,AudioGO,9/7/2006,1572705485,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.G. Wodehouse in His Own Words,P.G. Wodehouse/Tony Ring/Barry Day,320,4.07,48,6,Harry N. Abrams,4/28/2003,1585673935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeeves and the Mating Season (Jeeves  #9),P.G. Wodehouse/Jonathan Cecil,7,4.26,109,22,AudioGO,4/7/2003,1572703199,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something Fresh (Blandings Castle  #1),P.G. Wodehouse,284,4.16,5311,391,Harry N. Abrams,4/7/2005,1585676586,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Clicking of Cuthbert,P.G. Wodehouse,162,3.93,6,1,Hard Press,11/3/2006,1406929980,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ring for Jeeves (Jeeves  #10),P.G. Wodehouse,208,4.01,2785,183,Harry N. Abrams,4/12/2004,1585675245,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukridge,P.G. Wodehouse,272,3.89,1019,83,Harry N. Abrams,9/15/2003,1585674796,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeeves and the Tie That Binds (Jeeves  #14),P.G. Wodehouse,205,4.23,2781,130,Touchstone,11/1/2000,0743203623,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Right Ho  Jeeves (Jeeves  #6),P.G. Wodehouse,224,4.32,8193,443,Hard Press,11/3/2006,140690483X,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blandings Castle (Blandings Castle  #3),P.G. Wodehouse,301,4.18,1370,70,Harry N. Abrams,10/23/2002,1585673382,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Mulliner Speaking,P.G. Wodehouse,232,4.01,1497,48,Everyman Library / Overlook Press,3/3/2005,1841591386,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laughing Gas,P.G. Wodehouse,286,3.89,1723,129,Harry N. Abrams,1/1/2002,1585672327,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Sally,P.G. Wodehouse,232,3.78,10,0,BiblioLife,5/29/2008,1426423705,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meet Mr. Mulliner,P.G. Wodehouse,203,4.06,1224,89,Harry N. Abrams,5/13/2002,1585672750,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggs  Beans  and Crumpets,P.G. Wodehouse,224,4.11,898,60,Overlook Press,10/27/2000,1841591068,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Damsel in Distress,P.G. Wodehouse,216,4.08,3526,355,rbooks,11/3/2006,1406953210,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncle Fred in the Springtime (Blandings Castle  #6),P.G. Wodehouse,288,4.24,1703,108,Everyman,4/15/2004,1841591300,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Best of Wodehouse: An Anthology,P.G. Wodehouse/John Mortimer,840,4.41,413,46,Everyman's Library,6/19/2007,0307266613,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The World of Mr. Mulliner,P.G. Wodehouse,624,4.32,345,30,Penguin Books Ltd,7/29/1999,0140281703,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocktail Time,P.G. Wodehouse,304,4.13,648,51,Harry N. Abrams,10/21/2004,1585675741,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Waste Lands (The Dark Tower #3),Stephen King/Ned Dameron,590,4.24,1013,96,Signet Book,1/1/1993,0451173317,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Jeeves in the Offing (Jeeves  #12),P.G. Wodehouse,208,4.17,28,4,Everyman,9/12/2002,1841591165,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeeves and The Feudal Spirit (Jeeves  #11),P.G. Wodehouse,240,4.32,25,1,Everyman's Library,9/20/2001,1841591017,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piccadilly Jim,P.G. Wodehouse,302,4.02,2673,184,Harry N. Abrams,10/21/2004,1585676160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joy in the Morning (Jeeves  #8),P.G. Wodehouse,296,4.34,38,0,Everyman,3/14/2002,1841591157,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mating Season (Jeeves  #9),P.G. Wodehouse,272,4.26,59,2,Everyman,9/20/2001,1841591076,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiscretions of Archie,P.G. Wodehouse,215,3.87,693,78,Classic Books,5/1/2000,0742632598,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Subtle Knife (His Dark Materials  #2),Philip Pullman,288,4.13,4750,337,Laurel Leaf Library,9/9/2003,0440238145,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The Amber Spyglass  (His Dark Materials  #3),Philip Pullman,467,4.09,237072,6358,Laurel Leaf,9/9/2003,0440238153,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The Eyes of the Dragon,Stephen King/David Palladini,380,3.93,2925,285,Signet Book,12/8/1987,0451166582,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
The Voyage of the “Dawn Treader” (The Chronicles of Narnia  #3),C.S. Lewis/Pauline Baynes,216,4.09,2977,250,Macmillan Publishing Company/Collier Books,1/1/1970,0020442602,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Lolita,Vladimir Nabokov/John Ray Jr.,317,3.89,19513,2191,Vintage International,6/13/1997,0679723161,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),Bruce Coville/Kathryn Hewitt,48,4.11,150,14,Dial,3/10/2003,0803723180,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo and Juliet,William Shakespeare/Paul Werstine/Barbara A. Mowat,368,3.74,1893917,14637,Simon Schuster,1/1/2004,0743477111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Romeo and Juliet,William Shakespeare/Rex Gibson,228,3.74,425,30,Cambridge University Press,8/1/2005,0521618703,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Romeo and Juliet,William Shakespeare/Michael Sheen/Kate Beckinsale/Fiona  Shaw/Norman Rodway,3,3.74,18,0,Naxos Audiobooks,10/23/1997,0521625629,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Ohio Class (Silent Service #5),H. Jay Riker,416,3.84,44,4,Avon,7/25/2006,0060524391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seawolf Class (Silent Service #3),H. Jay Riker,416,3.96,65,5,Avon Books,7/30/2002,0380804689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick/William L. Simon/Steve Wozniak,352,3.76,4565,283,Wiley,10/17/2003,076454280X,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Hardball: Are You Playing to Play or Playing to Win?,George Stalk Jr./Rob Lachenauer/Robert Lachenauer/John  Butman,192,3.49,84,9,Harvard Business Review Press,10/1/2004,1591391679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Theory of Fun for Game Design,Raph Koster/Will Wright,256,3.94,2113,181,Paraglyph Press,11/6/2004,1932111972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,Ian        Martin/Katie Elliott,96,5.0,1,0,Boosey & Hawkes Inc,6/1/2004,0851621813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pillow Book,Sei Shōnagon/Ivan Morris,419,4.02,3786,275,Columbia University Press,12/30/1991,0231073372,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,208,3.77,325,42,St. Martin's Griffin,10/15/1998,0312194404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cyberiad,Stanisław Lem/Michael Kandel/Daniel Mróz,295,4.18,7842,397,Harcourt,12/16/2002,0156027593,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained,Peter Kreeft/Blaise Pascal,341,4.37,418,39,Ignatius Press,9/1/1993,0898704529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Jacques the Fatalist,Denis Diderot/David Coward,304,3.84,4891,102,Oxford University Press,9/16/1999,0192838741,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacques der Fatalist und sein Herr,Denis Diderot,360,3.84,22,0,Reclam  Ditzingen,1/1/1972,315009335X,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pictorial Encyclopedia of Trades and Industry  Vol 1,Denis Diderot/Charles Coulston Gillispie,239,3.6,5,0,Dover Publications,1/18/1993,0486274284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rameau's Nephew / D'Alembert's Dream,Denis Diderot/Leonard Tancock,237,3.67,1292,67,Penguin Books,10/28/1976,0140441735,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Theory of Colours,Johann Wolfgang von Goethe/Deane B. Judd,468,4.06,694,20,MIT Press,3/15/1970,0262570211,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Maxims and Reflections,Johann Wolfgang von Goethe/Peter Hutchinson/Elisabeth Stopp,208,3.82,280,23,Penguin Books,3/1/1999,0140447202,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
War and Peace,Leo Tolstoy,1500,4.11,126,9,Konemann,5/9/1999,3895086908,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War and Peace,Leo Tolstoy/Anthony Briggs/Orlando Figes,1412,4.11,1228,93,Viking Adult,1/19/2006,067003469X,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Savage War of Peace: Algeria  1954-1962,Alistair Horne,608,4.23,1895,178,New York Review of Books,10/10/2006,1590172183,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
